ROUND;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108
USERGRP244;1;3;2;1;2;3;1;1;1;3;1;3;2;2;1;3;2;3;1;3;1;3;2;1;2;1;3;3;2;2;2;1;1;1;1;1;3;3;3;2;2;2;3;3;1;2;2;3;1;3;1;3;1;1;1;3;3;1;2;1;3;1;2;3;2;3;3;3;1;3;3;3;2;1;2;2;1;1;2;2;2;1;1;3;3;1;3;2;1;1;1;2;3;2;1;1;3;2;1;3;2;3;1;3;2;1;3;3
USERGRP245;3;3;1;2;1;3;2;2;2;1;1;2;2;2;1;2;3;2;1;1;3;3;1;3;1;2;2;3;2;1;3;2;3;3;2;3;1;3;2;1;2;3;1;1;1;3;1;3;2;2;1;3;2;3;1;3;1;3;2;1;2;1;3;3;2;2;2;1;1;1;1;1;3;3;3;2;2;2;3;3;1;2;2;3;1;3;1;3;1;1;1;3;3;1;2;1;3;1;2;3;2;3;3;3;1;3;3;3
USERGRP246;2;3;3;2;3;2;1;2;1;1;1;3;2;3;1;2;2;3;3;2;2;2;1;1;2;1;3;2;3;3;2;2;3;1;3;3;3;3;1;2;1;3;2;2;2;1;1;2;2;2;1;2;3;2;1;1;3;3;1;3;1;2;2;3;2;1;3;2;3;3;2;3;1;3;2;1;2;3;1;1;1;3;1;3;2;2;1;3;2;3;1;3;1;3;2;1;2;1;3;3;2;2;2;1;1;1;1;1
USERGRP247;2;2;1;2;1;1;1;2;2;3;2;1;3;1;2;2;2;1;3;3;1;1;2;1;1;3;2;2;2;3;3;3;3;3;3;3;2;3;3;2;3;2;1;2;1;1;1;3;2;3;1;2;2;3;3;2;2;2;1;1;2;1;3;2;3;3;2;2;3;1;3;3;3;3;1;2;1;3;2;2;2;1;1;2;2;2;1;2;3;2;1;1;3;3;1;3;1;2;2;3;2;1;3;2;3;3;2;3
USERGRP248;3;2;2;2;3;1;3;1;1;2;1;3;3;2;3;2;3;1;2;2;1;2;3;1;3;2;3;2;3;2;3;2;2;3;3;3;2;2;1;2;1;1;1;2;2;3;2;1;3;1;2;2;2;1;3;3;1;1;2;1;1;3;2;2;2;3;3;3;3;3;3;3;2;3;3;2;3;2;1;2;1;1;1;3;2;3;1;2;2;3;3;2;2;2;1;1;2;1;3;2;3;3;2;2;3;1;3;3
USERGRP249;3;3;2;3;1;2;3;3;2;1;3;3;1;3;2;2;3;3;1;1;2;3;1;2;3;3;2;2;2;2;1;2;2;1;1;2;3;2;2;2;3;1;3;1;1;2;1;3;3;2;3;2;3;1;2;2;1;2;3;1;3;2;3;2;3;2;3;2;2;3;3;3;2;2;1;2;1;1;1;2;2;3;2;1;3;1;2;2;2;1;3;3;1;1;2;1;1;3;2;2;2;3;3;3;3;3;3;3
USERGRP250;2;1;3;3;1;2;2;2;3;2;2;3;2;2;2;3;3;2;1;2;3;2;2;2;2;3;3;2;3;2;3;1;3;2;2;3;3;3;2;3;1;2;3;3;2;1;3;3;1;3;2;2;3;3;1;1;2;3;1;2;3;3;2;2;2;2;1;2;2;1;1;2;3;2;2;2;3;1;3;1;1;2;1;3;3;2;3;2;3;1;2;2;1;2;3;1;3;2;3;2;3;2;3;2;2;3;3;3
USERGRP251;3;3;3;3;2;1;2;2;2;3;1;3;2;2;1;2;3;3;1;3;3;2;3;1;2;2;3;2;3;1;2;2;3;1;1;3;2;1;3;3;1;2;2;2;3;2;2;3;2;2;2;3;3;2;1;2;3;2;2;2;2;3;3;2;3;2;3;1;3;2;2;3;3;3;2;3;1;2;3;3;2;1;3;3;1;3;2;2;3;3;1;1;2;3;1;2;3;3;2;2;2;2;1;2;2;1;1;2
USERGRP252;1;3;3;2;3;2;2;3;3;3;1;2;3;3;3;2;3;2;3;1;1;1;2;1;2;1;3;1;1;2;1;1;1;1;1;2;3;3;3;3;2;1;2;2;2;3;1;3;2;2;1;2;3;3;1;3;3;2;3;1;2;2;3;2;3;1;2;2;3;1;1;3;2;1;3;3;1;2;2;2;3;2;2;3;2;2;2;3;3;2;1;2;3;2;2;2;2;3;3;2;3;2;3;1;3;2;2;3
USERGRP253;1;3;1;1;2;2;1;3;1;3;1;1;1;2;3;3;2;3;1;1;1;1;3;1;3;2;1;3;1;3;3;3;3;3;1;1;1;3;3;2;3;2;2;3;3;3;1;2;3;3;3;2;3;2;3;1;1;1;2;1;2;1;3;1;1;2;1;1;1;1;1;2;3;3;3;3;2;1;2;2;2;3;1;3;2;2;1;2;3;3;1;3;3;2;3;1;2;2;3;2;3;1;2;2;3;1;1;3
USERGRP254;2;2;2;1;3;3;1;3;3;2;3;3;2;3;1;1;1;3;1;2;2;1;1;3;3;1;3;3;3;2;3;2;3;2;3;2;1;3;1;1;2;2;1;3;1;3;1;1;1;2;3;3;2;3;1;1;1;1;3;1;3;2;1;3;1;3;3;3;3;3;1;1;1;3;3;2;3;2;2;3;3;3;1;2;3;3;3;2;3;2;3;1;1;1;2;1;2;1;3;1;1;2;1;1;1;1;1;2
USERGRP255;1;3;3;1;3;2;2;1;3;2;2;3;3;2;2;1;3;2;2;2;2;2;2;3;3;1;2;2;2;2;3;2;2;3;2;1;2;2;2;1;3;3;1;3;3;2;3;3;2;3;1;1;1;3;1;2;2;1;1;3;3;1;3;3;3;2;3;2;3;2;3;2;1;3;1;1;2;2;1;3;1;3;1;1;1;2;3;3;2;3;1;1;1;1;3;1;3;2;1;3;1;3;3;3;3;3;1;1
USERGRP256;2;1;3;2;3;1;2;2;2;2;3;3;1;1;3;3;1;1;2;3;3;1;3;3;3;1;3;1;3;3;3;3;2;3;3;2;1;3;3;1;3;2;2;1;3;2;2;3;3;2;2;1;3;2;2;2;2;2;2;3;3;1;2;2;2;2;3;2;2;3;2;1;2;2;2;1;3;3;1;3;3;2;3;3;2;3;1;1;1;3;1;2;2;1;1;3;3;1;3;3;3;2;3;2;3;2;3;2
USERGRP257;2;3;1;1;1;2;1;3;2;2;2;3;2;2;1;1;2;3;2;3;2;3;1;3;1;3;1;2;3;1;2;3;3;3;3;1;2;1;3;2;3;1;2;2;2;2;3;3;1;1;3;3;1;1;2;3;3;1;3;3;3;1;3;1;3;3;3;3;2;3;3;2;1;3;3;1;3;2;2;1;3;2;2;3;3;2;2;1;3;2;2;2;2;2;2;3;3;1;2;2;2;2;3;2;2;3;2;1
USERGRP258;1;2;3;1;3;1;1;3;3;3;3;1;2;2;1;1;1;1;2;3;3;2;3;1;3;2;2;1;1;3;2;1;3;1;3;3;2;3;1;1;1;2;1;3;2;2;2;3;2;2;1;1;2;3;2;3;2;3;1;3;1;3;1;2;3;1;2;3;3;3;3;1;2;1;3;2;3;1;2;2;2;2;3;3;1;1;3;3;1;1;2;3;3;1;3;3;3;1;3;1;3;3;3;3;2;3;3;2
USERGRP259;1;3;3;1;2;2;1;3;3;1;2;1;2;1;3;1;1;2;1;1;3;3;1;1;1;1;2;3;2;1;1;3;1;3;2;3;1;2;3;1;3;1;1;3;3;3;3;1;2;2;1;1;1;1;2;3;3;2;3;1;3;2;2;1;1;3;2;1;3;1;3;3;2;3;1;1;1;2;1;3;2;2;2;3;2;2;1;1;2;3;2;3;2;3;1;3;1;3;1;2;3;1;2;3;3;3;3;1
USERGRP260;1;2;2;1;2;1;1;1;3;3;3;2;1;2;3;2;2;1;1;2;1;3;3;1;3;3;3;2;3;2;1;1;2;3;3;3;1;3;3;1;2;2;1;3;3;1;2;1;2;1;3;1;1;2;1;1;3;3;1;1;1;1;2;3;2;1;1;3;1;3;2;3;1;2;3;1;3;1;1;3;3;3;3;1;2;2;1;1;1;1;2;3;3;2;3;1;3;2;2;1;1;3;2;1;3;1;3;3
USERGRP261;1;2;2;1;2;1;1;3;3;3;2;3;3;2;2;2;3;3;2;2;3;1;1;2;2;1;3;2;1;3;1;3;2;3;2;3;1;2;2;1;2;1;1;1;3;3;3;2;1;2;3;2;2;1;1;2;1;3;3;1;3;3;3;2;3;2;1;1;2;3;3;3;1;3;3;1;2;2;1;3;3;1;2;1;2;1;3;1;1;2;1;1;3;3;1;1;1;1;2;3;2;1;1;3;1;3;2;3
USERGRP262;1;2;1;3;2;2;2;2;1;1;1;1;2;3;2;1;3;1;3;2;3;2;1;3;1;2;1;1;3;1;3;2;1;3;2;2;1;2;2;1;2;1;1;3;3;3;2;3;3;2;2;2;3;3;2;2;3;1;1;2;2;1;3;2;1;3;1;3;2;3;2;3;1;2;2;1;2;1;1;1;3;3;3;2;1;2;3;2;2;1;1;2;1;3;3;1;3;3;3;2;3;2;1;1;2;3;3;3
USERGRP263;1;2;2;2;2;3;3;1;2;2;3;3;1;1;1;1;3;3;2;2;2;1;1;3;2;2;2;2;2;1;1;1;1;2;2;1;1;2;1;3;2;2;2;2;1;1;1;1;2;3;2;1;3;1;3;2;3;2;1;3;1;2;1;1;3;1;3;2;1;3;2;2;1;2;2;1;2;1;1;3;3;3;2;3;3;2;2;2;3;3;2;2;3;1;1;2;2;1;3;2;1;3;1;3;2;3;2;3
USERGRP264;2;2;1;2;2;3;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;3;2;3;3;2;1;2;1;3;1;3;3;1;1;2;2;2;2;3;3;1;2;2;3;3;1;1;1;1;3;3;2;2;2;1;1;3;2;2;2;2;2;1;1;1;1;2;2;1;1;2;1;3;2;2;2;2;1;1;1;1;2;3;2;1;3;1;3;2;3;2;1;3;1;2;1;1;3;1;3;2;1;3;2;2
USERGRP265;3;1;2;1;1;3;2;3;2;3;1;1;1;1;1;2;1;3;2;3;2;3;3;1;1;2;3;2;1;1;3;1;2;1;1;2;2;2;1;2;2;3;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;3;2;3;3;2;1;2;1;3;1;3;3;1;1;2;2;2;2;3;3;1;2;2;3;3;1;1;1;1;3;3;2;2;2;1;1;3;2;2;2;2;2;1;1;1;1;2;2;1
USERGRP266;1;3;3;2;3;1;1;2;3;3;2;3;3;3;2;2;1;2;1;1;2;2;3;2;2;2;2;3;1;1;1;2;2;2;3;3;3;1;2;1;1;3;2;3;2;3;1;1;1;1;1;2;1;3;2;3;2;3;3;1;1;2;3;2;1;1;3;1;2;1;1;2;2;2;1;2;2;3;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;3;2;3;3;2;1;2;1;3;1;3;3;1
USERGRP267;3;2;2;2;1;3;3;2;2;3;1;1;3;3;2;1;2;3;2;3;1;2;3;3;1;3;3;2;1;2;1;3;3;1;3;2;1;3;3;2;3;1;1;2;3;3;2;3;3;3;2;2;1;2;1;1;2;2;3;2;2;2;2;3;1;1;1;2;2;2;3;3;3;1;2;1;1;3;2;3;2;3;1;1;1;1;1;2;1;3;2;3;2;3;3;1;1;2;3;2;1;1;3;1;2;1;1;2
USERGRP268;2;2;1;1;1;3;1;3;2;2;2;2;3;3;2;3;2;2;2;3;3;2;2;1;1;3;2;3;3;3;2;3;3;1;1;3;3;2;2;2;1;3;3;2;2;3;1;1;3;3;2;1;2;3;2;3;1;2;3;3;1;3;3;2;1;2;1;3;3;1;3;2;1;3;3;2;3;1;1;2;3;3;2;3;3;3;2;2;1;2;1;1;2;2;3;2;2;2;2;3;1;1;1;2;2;2;3;3
USERGRP269;3;2;3;1;1;3;2;1;1;1;3;2;1;3;3;3;1;3;3;1;1;1;2;2;2;1;2;1;2;3;3;1;1;1;2;1;2;2;1;1;1;3;1;3;2;2;2;2;3;3;2;3;2;2;2;3;3;2;2;1;1;3;2;3;3;3;2;3;3;1;1;3;3;2;2;2;1;3;3;2;2;3;1;1;3;3;2;1;2;3;2;3;1;2;3;3;1;3;3;2;1;2;1;3;3;1;3;2
USERGRP270;1;3;2;2;2;2;1;1;1;3;1;2;3;3;2;3;3;3;3;1;1;1;2;2;1;1;2;3;2;1;1;3;2;3;1;2;3;2;3;1;1;3;2;1;1;1;3;2;1;3;3;3;1;3;3;1;1;1;2;2;2;1;2;1;2;3;3;1;1;1;2;1;2;2;1;1;1;3;1;3;2;2;2;2;3;3;2;3;2;2;2;3;3;2;2;1;1;3;2;3;3;3;2;3;3;1;1;3
USERGRP271;1;1;2;1;3;1;3;3;3;2;1;3;3;3;3;3;1;2;3;1;3;1;3;3;2;3;3;1;3;2;1;2;1;3;2;1;1;3;2;2;2;2;1;1;1;3;1;2;3;3;2;3;3;3;3;1;1;1;2;2;1;1;2;3;2;1;1;3;2;3;1;2;3;2;3;1;1;3;2;1;1;1;3;2;1;3;3;3;1;3;3;1;1;1;2;2;2;1;2;1;2;3;3;1;1;1;2;1
USERGRP272;1;2;3;2;1;1;2;2;2;1;3;1;3;2;3;3;2;3;1;2;3;2;3;2;1;1;1;2;2;1;3;1;2;2;3;1;1;1;2;1;3;1;3;3;3;2;1;3;3;3;3;3;1;2;3;1;3;1;3;3;2;3;3;1;3;2;1;2;1;3;2;1;1;3;2;2;2;2;1;1;1;3;1;2;3;3;2;3;3;3;3;1;1;1;2;2;1;1;2;3;2;1;1;3;2;3;1;2
USERGRP273;3;3;2;3;2;2;1;2;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;1;1;3;1;1;2;3;3;3;3;2;1;1;1;2;3;2;1;1;2;2;2;1;3;1;3;2;3;3;2;3;1;2;3;2;3;2;1;1;1;2;2;1;3;1;2;2;3;1;1;1;2;1;3;1;3;3;3;2;1;3;3;3;3;3;1;2;3;1;3;1;3;3;2;3;3;1;3;2;1;2;1;3;2;1
USERGRP274;1;1;1;1;1;2;2;2;3;1;2;1;2;1;1;1;2;3;1;3;1;1;2;3;1;3;1;2;2;3;3;1;3;3;3;2;3;3;2;3;2;2;1;2;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;1;1;3;1;1;2;3;3;3;3;2;1;1;1;2;3;2;1;1;2;2;2;1;3;1;3;2;3;3;2;3;1;2;3;2;3;2;1;1;1;2;2;1;3;1;2;2;3;1
USERGRP275;1;1;2;2;1;3;1;3;2;3;1;3;3;1;2;1;3;3;2;1;1;3;2;1;2;2;1;1;2;1;1;3;3;3;1;2;1;1;1;1;1;2;2;2;3;1;2;1;2;1;1;1;2;3;1;3;1;1;2;3;1;3;1;2;2;3;3;1;3;3;3;2;3;3;2;3;2;2;1;2;3;1;3;3;3;3;2;3;3;3;2;1;1;1;2;1;1;3;1;1;2;3;3;3;3;2;1;1
USERGRP276;2;2;2;1;1;3;3;2;1;3;1;3;3;1;3;2;3;2;1;2;2;2;3;2;2;1;1;3;3;2;1;3;1;2;3;2;1;1;2;2;1;3;1;3;2;3;1;3;3;1;2;1;3;3;2;1;1;3;2;1;2;2;1;1;2;1;1;3;3;3;1;2;1;1;1;1;1;2;2;2;3;1;2;1;2;1;1;1;2;3;1;3;1;1;2;3;1;3;1;2;2;3;3;1;3;3;3;2
USERGRP277;1;2;3;3;3;3;2;1;2;1;1;2;3;2;1;2;2;1;2;2;3;2;3;2;1;2;3;2;3;2;2;3;1;1;3;1;2;2;2;1;1;3;3;2;1;3;1;3;3;1;3;2;3;2;1;2;2;2;3;2;2;1;1;3;3;2;1;3;1;2;3;2;1;1;2;2;1;3;1;3;2;3;1;3;3;1;2;1;3;3;2;1;1;3;2;1;2;2;1;1;2;1;1;3;3;3;1;2
USERGRP278;3;3;1;3;2;1;1;1;1;1;1;3;1;1;2;2;3;3;3;2;2;1;1;3;2;1;1;3;2;2;1;1;1;2;2;2;1;2;3;3;3;3;2;1;2;1;1;2;3;2;1;2;2;1;2;2;3;2;3;2;1;2;3;2;3;2;2;3;1;1;3;1;2;2;2;1;1;3;3;2;1;3;1;3;3;1;3;2;3;2;1;2;2;2;3;2;2;1;1;3;3;2;1;3;1;2;3;2
USERGRP279;3;3;1;3;2;2;2;3;3;2;2;2;3;3;3;1;3;1;1;2;3;1;3;2;1;1;3;3;3;3;1;3;1;2;1;2;3;3;1;3;2;1;1;1;1;1;1;3;1;1;2;2;3;3;3;2;2;1;1;3;2;1;1;3;2;2;1;1;1;2;2;2;1;2;3;3;3;3;2;1;2;1;1;2;3;2;1;2;2;1;2;2;3;2;3;2;1;2;3;2;3;2;2;3;1;1;3;1
USERGRP280;3;1;3;2;2;3;2;1;3;2;3;3;2;2;2;3;1;2;1;3;1;2;1;1;3;1;1;2;1;2;1;3;2;3;2;1;3;3;1;3;2;2;2;3;3;2;2;2;3;3;3;1;3;1;1;2;3;1;3;2;1;1;3;3;3;3;1;3;1;2;1;2;3;3;1;3;2;1;1;1;1;1;1;3;1;1;2;2;3;3;3;2;2;1;1;3;2;1;1;3;2;2;1;1;1;2;2;2
USERGRP281;3;3;3;2;2;3;3;1;1;1;1;1;2;2;1;2;3;3;2;2;1;2;3;2;2;1;2;3;1;2;1;3;3;3;2;3;3;1;3;2;2;3;2;1;3;2;3;3;2;2;2;3;1;2;1;3;1;2;1;1;3;1;1;2;1;2;1;3;2;3;2;1;3;3;1;3;2;2;2;3;3;2;2;2;3;3;3;1;3;1;1;2;3;1;3;2;1;1;3;3;3;3;1;3;1;2;1;2
USERGRP282;3;3;1;3;2;2;2;2;1;3;1;1;2;2;3;1;2;3;1;1;3;1;2;1;3;3;2;3;2;3;3;3;3;2;1;3;3;3;3;2;2;3;3;1;1;1;1;1;2;2;1;2;3;3;2;2;1;2;3;2;2;1;2;3;1;2;1;3;3;3;2;3;3;1;3;2;2;3;2;1;3;2;3;3;2;2;2;3;1;2;1;3;1;2;1;1;3;1;1;2;1;2;1;3;2;3;2;1
USERGRP283;3;3;2;1;3;3;2;1;2;3;1;1;3;3;1;3;1;1;2;1;3;2;2;3;1;1;3;2;1;2;3;1;3;1;1;1;3;3;1;3;2;2;2;2;1;3;1;1;2;2;3;1;2;3;1;1;3;1;2;1;3;3;2;3;2;3;3;3;3;2;1;3;3;3;3;2;2;3;3;1;1;1;1;1;2;2;1;2;3;3;2;2;1;2;3;2;2;1;2;3;1;2;1;3;3;3;2;3
USERGRP284;2;2;3;2;1;3;2;1;1;2;2;2;1;1;2;1;3;3;2;2;2;1;3;1;3;2;3;1;3;1;3;3;1;2;2;3;3;3;2;1;3;3;2;1;2;3;1;1;3;3;1;3;1;1;2;1;3;2;2;3;1;1;3;2;1;2;3;1;3;1;1;1;3;3;1;3;2;2;2;2;1;3;1;1;2;2;3;1;2;3;1;1;3;1;2;1;3;3;2;3;2;3;3;3;3;2;1;3
USERGRP285;1;1;2;3;3;3;2;1;1;2;2;1;2;3;3;1;1;1;1;1;3;2;1;1;3;1;3;3;1;3;1;1;2;1;1;3;2;2;3;2;1;3;2;1;1;2;2;2;1;1;2;1;3;3;2;2;2;1;3;1;3;2;3;1;3;1;3;3;1;2;2;3;3;3;2;1;3;3;2;1;2;3;1;1;3;3;1;3;1;1;2;1;3;2;2;3;1;1;3;2;1;2;3;1;3;1;1;1
USERGRP286;1;2;1;2;3;1;1;2;3;3;1;1;2;1;1;1;2;1;2;3;2;3;2;1;1;2;1;2;1;2;2;1;2;2;1;1;1;1;2;3;3;3;2;1;1;2;2;1;2;3;3;1;1;1;1;1;3;2;1;1;3;1;3;3;1;3;1;1;2;1;1;3;2;2;3;2;1;3;2;1;1;2;2;2;1;1;2;1;3;3;2;2;2;1;3;1;3;2;3;1;3;1;3;3;1;2;2;3
USERGRP287;2;1;1;1;1;3;2;3;1;3;2;3;2;3;3;1;2;1;1;3;1;2;2;3;3;2;3;3;2;1;2;1;2;1;2;1;1;2;1;2;3;1;1;2;3;3;1;1;2;1;1;1;2;1;2;3;2;3;2;1;1;2;1;2;1;2;2;1;2;2;1;1;1;1;2;3;3;3;2;1;1;2;2;1;2;3;3;1;1;1;1;1;3;2;1;1;3;1;3;3;1;3;1;1;2;1;1;3
USERGRP288;3;3;2;2;3;3;1;1;1;1;1;2;2;3;2;2;2;1;3;2;2;3;3;2;2;3;1;2;1;3;1;1;1;2;2;1;2;1;1;1;1;3;2;3;1;3;2;3;2;3;3;1;2;1;1;3;1;2;2;3;3;2;3;3;2;1;2;1;2;1;2;1;1;2;1;2;3;1;1;2;3;3;1;1;2;1;1;1;2;1;2;3;2;3;2;1;1;2;1;2;1;2;2;1;2;2;1;1
USERGRP289;2;3;3;1;2;1;3;3;1;3;3;1;1;1;2;3;3;3;3;2;3;2;3;3;2;1;3;2;2;3;1;1;3;1;3;1;3;3;2;2;3;3;1;1;1;1;1;2;2;3;2;2;2;1;3;2;2;3;3;2;2;3;1;2;1;3;1;1;1;2;2;1;2;1;1;1;1;3;2;3;1;3;2;3;2;3;3;1;2;1;1;3;1;2;2;3;3;2;3;3;2;1;2;1;2;1;2;1
USERGRP290;2;1;1;2;2;3;3;1;3;2;1;1;1;2;2;1;3;1;1;2;3;2;3;2;3;1;1;3;2;1;2;1;2;2;2;2;2;3;3;1;2;1;3;3;1;3;3;1;1;1;2;3;3;3;3;2;3;2;3;3;2;1;3;2;2;3;1;1;3;1;3;1;3;3;2;2;3;3;1;1;1;1;1;2;2;3;2;2;2;1;3;2;2;3;3;2;2;3;1;2;1;3;1;1;1;2;2;1
USERGRP291;1;1;3;1;1;2;3;2;1;2;1;3;1;1;1;3;3;3;1;2;1;3;3;1;3;2;3;1;3;2;2;1;2;2;1;2;2;1;1;2;2;3;3;1;3;2;1;1;1;2;2;1;3;1;1;2;3;2;3;2;3;1;1;3;2;1;2;1;2;2;2;2;2;3;3;1;2;1;3;3;1;3;3;1;1;1;2;3;3;3;3;2;3;2;3;3;2;1;3;2;2;3;1;1;3;1;3;1
USERGRP292;3;1;3;3;3;3;1;2;2;2;1;3;2;1;1;2;1;2;1;2;3;2;1;3;1;3;2;3;3;1;3;2;1;3;3;1;1;1;3;1;1;2;3;2;1;2;1;3;1;1;1;3;3;3;1;2;1;3;3;1;3;2;3;1;3;2;2;1;2;2;1;2;2;1;1;2;2;3;3;1;3;2;1;1;1;2;2;1;3;1;1;2;3;2;3;2;3;1;1;3;2;1;2;1;2;2;2;2
USERGRP293;1;3;1;1;2;3;1;3;1;1;2;2;2;1;3;3;1;3;2;3;3;1;2;1;3;2;2;3;2;1;3;1;1;1;2;3;3;1;3;3;3;3;1;2;2;2;1;3;2;1;1;2;1;2;1;2;3;2;1;3;1;3;2;3;3;1;3;2;1;3;3;1;1;1;3;1;1;2;3;2;1;2;1;3;1;1;1;3;3;3;1;2;1;3;3;1;3;2;3;1;3;2;2;1;2;2;1;2
USERGRP294;1;1;3;1;3;2;1;1;3;3;3;3;1;1;1;3;2;3;3;2;3;1;1;2;1;2;2;2;3;3;2;3;2;3;2;2;1;3;1;1;2;3;1;3;1;1;2;2;2;1;3;3;1;3;2;3;3;1;2;1;3;2;2;3;2;1;3;1;1;1;2;3;3;1;3;3;3;3;1;2;2;2;1;3;2;1;1;2;1;2;1;2;3;2;1;3;1;3;2;3;3;1;3;2;1;3;3;1
USERGRP295;3;2;1;1;1;3;1;3;2;1;3;2;3;3;2;3;3;2;3;2;1;3;3;1;2;3;3;3;2;3;1;1;3;2;3;2;1;1;3;1;3;2;1;1;3;3;3;3;1;1;1;3;2;3;3;2;3;1;1;2;1;2;2;2;3;3;2;3;2;3;2;2;1;3;1;1;2;3;1;3;1;1;2;2;2;1;3;3;1;3;2;3;3;1;2;1;3;2;2;3;2;1;3;1;1;1;2;3
USERGRP296;1;3;3;1;2;1;3;3;2;1;2;2;2;3;1;2;3;2;3;1;2;3;3;1;2;1;3;3;1;1;3;1;2;3;1;2;3;2;1;1;1;3;1;3;2;1;3;2;3;3;2;3;3;2;3;2;1;3;3;1;2;3;3;3;2;3;1;1;3;2;3;2;1;1;3;1;3;2;1;1;3;3;3;3;1;1;1;3;2;3;3;2;3;1;1;2;1;2;2;2;3;3;2;3;2;3;2;2
USERGRP297;2;2;2;1;2;2;3;1;3;2;2;2;1;3;2;2;3;2;1;2;1;1;1;2;1;3;2;3;2;1;1;3;1;2;1;3;1;3;3;1;2;1;3;3;2;1;2;2;2;3;1;2;3;2;3;1;2;3;3;1;2;1;3;3;1;1;3;1;2;3;1;2;3;2;1;1;1;3;1;3;2;1;3;2;3;3;2;3;3;2;3;2;1;3;3;1;2;3;3;3;2;3;1;1;3;2;3;2
USERGRP298;3;1;1;2;2;1;2;1;3;3;1;1;2;1;3;2;2;2;2;2;1;2;2;2;1;3;1;1;1;1;2;3;3;2;3;3;2;2;2;1;2;2;3;1;3;2;2;2;1;3;2;2;3;2;1;2;1;1;1;2;1;3;2;3;2;1;1;3;1;2;1;3;1;3;3;1;2;1;3;3;2;1;2;2;2;3;1;2;3;2;3;1;2;3;3;1;2;1;3;3;1;1;3;1;2;3;1;2
USERGRP299;2;2;1;2;1;3;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1;2;1;1;2;3;1;1;1;1;2;2;2;2;2;3;3;1;1;2;2;1;2;1;3;3;1;1;2;1;3;2;2;2;2;2;1;2;2;2;1;3;1;1;1;1;2;3;3;2;3;3;2;2;2;1;2;2;3;1;3;2;2;2;1;3;2;2;3;2;1;2;1;1;1;2;1;3;2;3;2;1;1;3;1;2;1;3
USERGRP300;1;3;1;3;2;1;1;3;1;3;3;2;1;1;2;3;1;1;1;2;3;2;3;2;1;2;2;1;2;1;2;3;3;3;3;3;2;2;1;2;1;3;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1;2;1;1;2;3;1;1;1;1;2;2;2;2;2;3;3;1;1;2;2;1;2;1;3;3;1;1;2;1;3;2;2;2;2;2;1;2;2;2;1;3;1;1;1;1;2;3;3;2;3;3
USERGRP301;3;3;3;2;1;2;2;2;3;1;3;1;3;3;3;1;2;1;2;1;2;1;3;3;1;3;3;3;2;2;1;3;3;1;3;1;1;3;1;3;2;1;1;3;1;3;3;2;1;1;2;3;1;1;1;2;3;2;3;2;1;2;2;1;2;1;2;3;3;3;3;3;2;2;1;2;1;3;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1;2;1;1;2;3;1;1;1;1;2;2;2;2;2;3
USERGRP302;2;1;2;3;2;3;3;2;1;3;3;1;1;3;1;2;1;3;2;1;2;2;1;1;3;3;3;3;3;2;1;3;1;3;2;2;3;3;3;2;1;2;2;2;3;1;3;1;3;3;3;1;2;1;2;1;2;1;3;3;1;3;3;3;2;2;1;3;3;1;3;1;1;3;1;3;2;1;1;3;1;3;3;2;1;1;2;3;1;1;1;2;3;2;3;2;1;2;2;1;2;1;2;3;3;3;3;3
USERGRP303;2;2;3;2;3;2;2;2;1;1;1;3;2;3;3;3;2;1;1;3;1;1;3;1;2;1;1;2;2;3;2;2;3;1;3;2;2;1;2;3;2;3;3;2;1;3;3;1;1;3;1;2;1;3;2;1;2;2;1;1;3;3;3;3;3;2;1;3;1;3;2;2;3;3;3;2;1;2;2;2;3;1;3;1;3;3;3;1;2;1;2;1;2;1;3;3;1;3;3;3;2;2;1;3;3;1;3;1
USERGRP304;2;2;3;3;2;3;1;3;1;3;1;2;3;3;1;1;2;3;3;2;1;3;3;3;1;3;3;1;1;3;3;3;2;1;2;1;2;2;3;2;3;2;2;2;1;1;1;3;2;3;3;3;2;1;1;3;1;1;3;1;2;1;1;2;2;3;2;2;3;1;3;2;2;1;2;3;2;3;3;2;1;3;3;1;1;3;1;2;1;3;2;1;2;2;1;1;3;3;3;3;3;2;1;3;1;3;2;2
